Sentence #,Word,POS,Tag
Sentence: 130,PAPILLOMA,NNP,CC
Sentence: 130,VIRUS,NNP,CC
Sentence: 130,(,(,O
Sentence: 130,HPV,NNP,O
Sentence: 130,),),O
Sentence: 130,load,NN,O
Sentence: 130,;,:,O
Sentence: 130,to,TO,O
Sentence: 130,WART,NNP,EE
Sentence: 130,regression,NN,O
Sentence: 130,and,CC,O
Sentence: 130,to,TO,O
Sentence: 130,the,DT,O
Sentence: 130,normalisation,NN,O
Sentence: 130,of,IN,O
Sentence: 130,keratinocyte,JJ,O
Sentence: 130,proliferation,NN,O
Sentence: 130,without,IN,O
Sentence: 130,evidence,NN,O
Sentence: 130,of,IN,O
Sentence: 130,scarring,NN,O
Sentence: 130,.,.,O
Sentence: 131,The,DT,O
Sentence: 131,results,NNS,O
Sentence: 131,suggest,VBP,O
Sentence: 131,that,IN,O
Sentence: 131,cadmium,NN,O
Sentence: 131,thionein,NN,O
Sentence: 131,may,MD,O
Sentence: 131,play,VB,O
Sentence: 131,a,DT,O
Sentence: 131,paradoxical,JJ,O
Sentence: 131,role,NN,O
Sentence: 131,",",",",O
Sentence: 131,providing,VBG,O
Sentence: 131,protection,NN,O
Sentence: 131,against,IN,O
Sentence: 131,the,DT,O
Sentence: 131,CADMIUM,NNP,CC
Sentence: 131,ION,NNP,CC
Sentence: 131,IN,NNP,CC
Sentence: 131,THE,NNP,CC
Sentence: 131,intracellular,JJ,O
Sentence: 131,milieu,NN,O
Sentence: 131,",",",",O
Sentence: 131,but,CC,O
Sentence: 131,promoting,VBG,O
Sentence: 131,CADMIUM,NNP,EE
Sentence: 131,TOXICITY,NNP,EE
Sentence: 131,when,WRB,O
Sentence: 131,it,PRP,O
Sentence: 131,is,VBZ,O
Sentence: 131,present,JJ,O
Sentence: 131,in,IN,O
Sentence: 131,sufficient,JJ,O
Sentence: 131,amounts,NNS,O
Sentence: 131,in,IN,O
Sentence: 131,the,DT,O
Sentence: 131,lumen,NNS,O
Sentence: 131,of,IN,O
Sentence: 131,the,DT,O
Sentence: 131,intestine,NN,O
Sentence: 131,.,.,O
Sentence: 132,In,IN,O
Sentence: 132,investigation,NN,O
Sentence: 132,on,IN,O
Sentence: 132,carcinogenesis,NN,O
Sentence: 132,the,DT,O
Sentence: 132,first,JJ,O
Sentence: 132,reports,NNS,O
Sentence: 132,were,VBD,O
Sentence: 132,published,VBN,O
Sentence: 132,on,IN,O
Sentence: 132,the,DT,O
Sentence: 132,use,NN,O
Sentence: 132,of,IN,O
Sentence: 132,antisense,JJ,O
Sentence: 132,oligonucleotides,NNS,O
Sentence: 132,during,IN,O
Sentence: 132,inhibition,NN,O
Sentence: 132,of,IN,O
Sentence: 132,the,DT,O
Sentence: 132,development,NN,O
Sentence: 132,of,IN,O
Sentence: 132,tumours,NNS,O
Sentence: 132,by,IN,O
Sentence: 132,a,DT,O
Sentence: 132,humoral,JJ,O
Sentence: 132,mechanism,NN,O
Sentence: 132,and,CC,O
Sentence: 132,on,IN,O
Sentence: 132,the,DT,O
Sentence: 132,gene,NN,O
Sentence: 132,based,VBN,O
Sentence: 132,NEUROENDOCRINE,NNP,CC
Sentence: 132,DIFFERENTIATION,NNP,CC
Sentence: 132,of,IN,O
Sentence: 132,the,DT,O
Sentence: 132,lungs,NNS,O
Sentence: 132,",",",",O
Sentence: 132,perhaps,RB,O
Sentence: 132,associated,VBN,O
Sentence: 132,with,IN,O
Sentence: 132,the,DT,O
Sentence: 132,basis,NN,O
Sentence: 132,for,IN,O
Sentence: 132,the,DT,O
Sentence: 132,development,NN,O
Sentence: 132,of,IN,O
Sentence: 132,SMALL,NNP,EE
Sentence: 132,CELL,NNP,EE
Sentence: 132,CARCINOMA,NNP,EE
Sentence: 133,To,TO,O
Sentence: 133,evaluate,VB,O
Sentence: 133,the,DT,O
Sentence: 133,use,NN,O
Sentence: 133,of,IN,O
Sentence: 133,papaverine,NN,O
Sentence: 133,induced,VBN,O
Sentence: 133,erection,NN,O
Sentence: 133,as,IN,O
Sentence: 133,a,DT,O
Sentence: 133,diagnostic,JJ,O
Sentence: 133,test,NN,O
Sentence: 133,in,IN,O
Sentence: 133,men,NNS,O
Sentence: 133,with,IN,O
Sentence: 133,ERECTILE,NNP,CC
Sentence: 133,DYSFUNCTION,NNP,CC
Sentence: 133,24,CD,O
Sentence: 133,patients,NNS,O
Sentence: 133,had,VBD,O
Sentence: 133,PAPAVERINE,NNP,EE
Sentence: 133,injected,VBN,O
Sentence: 133,into,IN,O
Sentence: 133,the,DT,O
Sentence: 133,corpus,NN,O
Sentence: 133,cavernosum,NN,O
Sentence: 133,.,.,O
Sentence: 134,Allergic,NNP,O
Sentence: 134,eye,NN,O
Sentence: 134,diseases,NNS,O
Sentence: 134,are,VBP,O
Sentence: 134,characterized,VBN,O
Sentence: 134,by,IN,O
Sentence: 134,IgE,NNP,O
Sentence: 134,mast,NN,O
Sentence: 134,cell,NN,O
Sentence: 134,mediated,VBD,O
Sentence: 134,",",",",O
Sentence: 134,as,IN,O
Sentence: 134,seen,VBN,O
Sentence: 134,in,IN,O
Sentence: 134,allergic,JJ,O
Sentence: 134,conjunctivitis,NN,O
Sentence: 134,;,:,O
Sentence: 134,chronic,JJ,O
Sentence: 134,mast,NN,O
Sentence: 134,cell,NN,O
Sentence: 134,activation,NN,O
Sentence: 134,and,CC,O
Sentence: 134,eosinophil/T,NN,O
Sentence: 134,lymphocyte,NN,O
Sentence: 134,mediated,VBN,O
Sentence: 134,response,NN,O
Sentence: 134,",",",",O
Sentence: 134,as,IN,O
Sentence: 134,seen,VBN,O
Sentence: 134,in,IN,O
Sentence: 134,giant,JJ,O
Sentence: 134,papillary,JJ,O
Sentence: 134,conjunctivitis,NN,O
Sentence: 134,",",",",O
Sentence: 134,VERNAL,NNP,CC
Sentence: 134,KERATOCONJUNCTIVITIS,NNP,CC
Sentence: 134,and,CC,O
Sentence: 134,atopic,JJ,O
Sentence: 134,keratoconjunctivitis,NN,O
Sentence: 134,;,:,O
Sentence: 134,or,CC,O
Sentence: 134,a,DT,O
Sentence: 134,T,NNP,O
Sentence: 134,lymphocyte,NN,O
Sentence: 134,mediated,VBD,O
Sentence: 134,response,NN,O
Sentence: 134,in,IN,O
Sentence: 134,contact,NN,O
Sentence: 134,ocular,JJ,O
Sentence: 134,ALLERGY,NNP,EE
Sentence: 135,Gonadal,NNP,O
Sentence: 135,dysgenesis,NN,O
Sentence: 135,and,CC,O
Sentence: 135,NEPHROPATHY,NNP,CC
Sentence: 135,are,VBP,O
Sentence: 135,often,RB,O
Sentence: 135,indistinguishable,JJ,O
Sentence: 135,from,IN,O
Sentence: 135,incomplete,JJ,O
Sentence: 135,DRASH,NNP,EE
Sentence: 135,SYNDROME,NNP,EE
Sentence: 136,Since,IN,O
Sentence: 136,1982,CD,O
Sentence: 136,",",",",O
Sentence: 136,three,CD,O
Sentence: 136,patients,NNS,O
Sentence: 136,with,IN,O
Sentence: 136,ESOPHAGEAL,NNP,EE
Sentence: 136,CANCER,NNP,EE
Sentence: 136,complicated,VBD,O
Sentence: 136,with,IN,O
Sentence: 136,pulmonary,JJ,O
Sentence: 136,bullae,NNS,O
Sentence: 136,have,VBP,O
Sentence: 136,been,VBN,O
Sentence: 136,treated,VBN,RR
Sentence: 136,by,IN,O
Sentence: 136,operation,NN,O
Sentence: 136,on,IN,O
Sentence: 136,the,DT,O
Sentence: 136,ESOPHAGUS,NNP,CC
Sentence: 136,and,CC,O
Sentence: 136,lung,NN,O
Sentence: 136,in,IN,O
Sentence: 136,one,CD,O
Sentence: 136,performance,NN,O
Sentence: 136,:,:,O
Sentence: 136,In,IN,O
Sentence: 136,all,PDT,O
Sentence: 136,the,DT,O
Sentence: 136,patients,NNS,O
Sentence: 136,",",",",O
Sentence: 136,the,DT,O
Sentence: 136,bullae,NN,O
Sentence: 136,were,VBD,O
Sentence: 136,on,IN,O
Sentence: 136,the,DT,O
Sentence: 136,same,JJ,O
Sentence: 136,side,NN,O
Sentence: 136,of,IN,O
Sentence: 136,the,DT,O
Sentence: 136,operation,NN,O
Sentence: 136,.,.,O
Sentence: 137,To,TO,O
Sentence: 137,evaluate,VB,O
Sentence: 137,the,DT,O
Sentence: 137,use,NN,O
Sentence: 137,of,IN,O
Sentence: 137,papaverine,NN,O
Sentence: 137,induced,VBN,O
Sentence: 137,erection,NN,O
Sentence: 137,as,IN,O
Sentence: 137,a,DT,O
Sentence: 137,diagnostic,JJ,O
Sentence: 137,test,NN,O
Sentence: 137,in,IN,O
Sentence: 137,men,NNS,O
Sentence: 137,with,IN,O
Sentence: 137,ERECTILE,NNP,CC
Sentence: 137,DYSFUNCTION,NNP,CC
Sentence: 137,24,CD,O
Sentence: 137,patients,NNS,O
Sentence: 137,had,VBD,O
Sentence: 137,PAPAVERINE,NNP,EE
Sentence: 137,injected,VBN,O
Sentence: 137,into,IN,O
Sentence: 137,the,DT,O
Sentence: 137,corpus,NN,O
Sentence: 137,cavernosum,NN,O
Sentence: 137,.,.,O
Sentence: 138,This,DT,EE
Sentence: 138,is,VBZ,EE
Sentence: 138,in,IN,EE
Sentence: 138,accordance,NN,O
Sentence: 138,with,IN,O
Sentence: 138,the,DT,O
Sentence: 138,phylogenetic,JJ,O
Sentence: 138,relationship,NN,O
Sentence: 138,of,IN,O
Sentence: 138,this,DT,O
Sentence: 138,BACTERIUM,NNP,CC
Sentence: 138,as,RB,O
Sentence: 138,well,RB,O
Sentence: 138,as,IN,O
Sentence: 138,with,IN,O
Sentence: 138,known,JJ,O
Sentence: 138,epidemiological,JJ,O
Sentence: 138,aspects,NNS,O
Sentence: 138,of,IN,O
Sentence: 138,WHIPPLE,NNP,O
Sentence: 138,'S,POS,O
Sentence: 138,DISEASE,NNP,O
Sentence: 139,Gonadal,NNP,O
Sentence: 139,dysgenesis,NN,O
Sentence: 139,and,CC,O
Sentence: 139,NEPHROPATHY,NNP,CC
Sentence: 139,are,VBP,O
Sentence: 139,often,RB,O
Sentence: 139,indistinguishable,JJ,O
Sentence: 139,from,IN,O
Sentence: 139,incomplete,JJ,O
Sentence: 139,DRASH,NNP,EE
Sentence: 139,SYNDROME,NNP,EE
Sentence: 140,Instability,NN,O
Sentence: 140,of,IN,O
Sentence: 140,BONE,NNP,CC
Sentence: 140,fragments,NNS,O
Sentence: 140,is,VBZ,O
Sentence: 140,regarded,VBN,O
Sentence: 140,as,IN,O
Sentence: 140,the,DT,O
Sentence: 140,most,RBS,O
Sentence: 140,important,JJ,O
Sentence: 140,factor,NN,O
Sentence: 140,in,IN,O
Sentence: 140,pathogenesis,NN,O
Sentence: 140,of,IN,O
Sentence: 140,PSEUDARTHROSIS,NNP,EE
Sentence: 141,We,PRP,EE
Sentence: 141,report,VBP,EE
Sentence: 141,on,IN,EE
Sentence: 141,a,DT,EE
Sentence: 141,68,CD,EE
Sentence: 141,year,NN,EE
Sentence: 141,old,JJ,EE
Sentence: 141,patient,NN,EE
Sentence: 141,with,IN,EE
Sentence: 141,complete,JJ,EE
Sentence: 141,androgen,NN,O
Sentence: 141,INSENSITIVITY,NNP,O
Sentence: 141,SYNDROME,NNP,O
Sentence: 141,(,(,O
Sentence: 141,TESTICULAR,NNP,O
Sentence: 141,FEMINIZATION,NNP,O
Sentence: 141,SYNDROME,NNP,O
Sentence: 141,),),O
Sentence: 141,in,IN,O
Sentence: 141,whom,WP,O
Sentence: 141,an,DT,O
Sentence: 141,ESTROGEN,NNP,CC
Sentence: 141,SECRETING,NNP,CC
Sentence: 141,MALIGNANT,NNP,CC
Sentence: 141,SEX,NNP,CC
Sentence: 141,CORD,NNP,CC
Sentence: 141,STROMAL,NNP,CC
Sentence: 141,TUMOR,NNP,CC
Sentence: 141,developed,VBD,O
Sentence: 141,in,IN,O
Sentence: 141,an,DT,O
Sentence: 141,intraabdominal,JJ,O
Sentence: 141,testis,NN,O
Sentence: 141,.,.,O
Sentence: 142,PDGFRA,NNP,O
Sentence: 142,",",",",O
Sentence: 142,PDGFRB,NNP,O
Sentence: 142,",",",",O
Sentence: 142,and,CC,O
Sentence: 142,EGFR,NNP,O
Sentence: 142,were,VBD,O
Sentence: 142,immunohistochemically,RB,O
Sentence: 142,",",",",O
Sentence: 142,biochemically,RB,O
Sentence: 142,",",",",O
Sentence: 142,cytogenetically,RB,O
Sentence: 142,",",",",O
Sentence: 142,and,CC,O
Sentence: 142,mutationally,RB,O
Sentence: 142,analyzed,VBN,O
Sentence: 142,along,IN,O
Sentence: 142,with,IN,O
Sentence: 142,the,DT,O
Sentence: 142,detection,NN,O
Sentence: 142,of,IN,O
Sentence: 142,their,PRP$,O
Sentence: 142,cognate,NN,O
Sentence: 142,ligands,NNS,O
Sentence: 142,in,IN,O
Sentence: 142,16,CD,O
Sentence: 142,NEUROFIBROMATOSIS,NNP,EE
Sentence: 142,TYPE,NNP,EE
Sentence: 142,1,CD,EE
Sentence: 142,(,(,O
Sentence: 142,NF1,NNP,O
Sentence: 142,),),O
Sentence: 142,related,VBD,O
Sentence: 142,and,CC,O
Sentence: 142,11,CD,O
Sentence: 142,sporadic,JJ,O
Sentence: 142,MPNSTS,NNP,CC
Sentence: 143,Visual,JJ,O
Sentence: 143,evoked,VBN,O
Sentence: 143,potentials,NNS,O
Sentence: 143,(,(,O
Sentence: 143,VEPs,NNP,O
Sentence: 143,),),O
Sentence: 143,produced,VBN,O
Sentence: 143,by,IN,O
Sentence: 143,pattern,JJ,O
Sentence: 143,reversal,NN,O
Sentence: 143,were,VBD,O
Sentence: 143,compared,VBN,O
Sentence: 143,with,IN,O
Sentence: 143,those,DT,O
Sentence: 143,elicited,VBN,O
Sentence: 143,by,IN,O
Sentence: 143,onset,NN,O
Sentence: 143,of,IN,O
Sentence: 143,motion,NN,O
Sentence: 143,in,IN,O
Sentence: 143,37,CD,O
Sentence: 143,amblyopic,NN,O
Sentence: 143,children,NNS,O
Sentence: 143,(,(,O
Sentence: 143,20,CD,O
Sentence: 143,with,IN,O
Sentence: 143,anisometropic,NN,O
Sentence: 143,amblyopia,NN,O
Sentence: 143,",",",",O
Sentence: 143,seven,CD,O
Sentence: 143,with,IN,O
Sentence: 143,STRABISMIC,NNP,CC
Sentence: 143,AMBLYOPIA,NNP,CC
Sentence: 143,and,CC,O
Sentence: 143,10,CD,O
Sentence: 143,with,IN,O
Sentence: 143,both,DT,O
Sentence: 143,anisometropia,NNS,O
Sentence: 143,and,CC,O
Sentence: 143,STRABISMUS,NNP,EE
Sentence: 144,Update,NN,O
Sentence: 144,:,:,O
Sentence: 144,Prevention,NN,O
Sentence: 144,of,IN,O
Sentence: 144,HEPATITIS,NNP,EE
Sentence: 144,A,NNP,EE
Sentence: 144,after,IN,O
Sentence: 144,exposure,NN,O
Sentence: 144,to,TO,O
Sentence: 144,HEPATITIS,VB,CC
Sentence: 144,A,NNP,CC
Sentence: 144,VIRUS,NNP,CC
Sentence: 144,and,CC,O
Sentence: 144,in,IN,O
Sentence: 144,international,JJ,O
Sentence: 144,travelers,NNS,O
Sentence: 144,.,.,O
Sentence: 145,a,DT,O
Sentence: 145,Patch,NNP,O
Sentence: 145,testing,NN,O
Sentence: 145,(,(,O
Sentence: 145,e.g.,UH,O
Sentence: 145,",",",",O
Sentence: 145,1,CD,O
Sentence: 145,%,NN,O
Sentence: 145,bacitracin,NN,O
Sentence: 145,in,IN,O
Sentence: 145,petrolatum,NN,O
Sentence: 145,),),O
Sentence: 145,may,MD,O
Sentence: 145,be,VB,O
Sentence: 145,useful,JJ,O
Sentence: 145,in,IN,O
Sentence: 145,diagnosing,VBG,O
Sentence: 145,suspected,JJ,O
Sentence: 145,ALLERGIC,NNP,CC
Sentence: 145,CONTACT,NNP,CC
Sentence: 145,DERMATITIS,NNP,CC
Sentence: 145,when,WRB,O
Sentence: 145,HYPERSENSITIVITY,NNP,EE
Sentence: 145,to,TO,O
Sentence: 145,other,JJ,O
Sentence: 145,topical,JJ,O
Sentence: 145,antibiotics,NNS,O
Sentence: 145,(,(,O
Sentence: 145,e.g.,NN,O
Sentence: 145,",",",",O
Sentence: 145,neomycin,NN,O
Sentence: 145,),),O
Sentence: 145,is,VBZ,O
Sentence: 145,suspected,VBN,O
Sentence: 145,.,.,O
Sentence: 146,Our,PRP$,O
Sentence: 146,results,NNS,O
Sentence: 146,indicate,VBP,O
Sentence: 146,",",",",O
Sentence: 146,for,IN,O
Sentence: 146,the,DT,O
Sentence: 146,first,JJ,O
Sentence: 146,time,NN,O
Sentence: 146,",",",",O
Sentence: 146,an,DT,O
Sentence: 146,association,NN,O
Sentence: 146,between,IN,O
Sentence: 146,Graves,NNP,O
Sentence: 146,',POS,O
Sentence: 146,disease,NN,O
Sentence: 146,and,CC,O
Sentence: 146,a,DT,O
Sentence: 146,VDR,NNP,O
Sentence: 146,polymorphism,NN,O
Sentence: 146,in,IN,O
Sentence: 146,the,DT,O
Sentence: 146,Japanese,JJ,O
Sentence: 146,and,CC,O
Sentence: 146,suggest,VBP,O
Sentence: 146,that,IN,O
Sentence: 146,a,DT,O
Sentence: 146,VDR,NNP,O
Sentence: 146,FokI,NNP,O
Sentence: 146,polymorphism,NN,O
Sentence: 146,may,MD,O
Sentence: 146,affect,VB,O
Sentence: 146,BONE,NNP,CC
Sentence: 146,MINERAL,NNP,CC
Sentence: 146,METABOLISM,NNP,CC
Sentence: 146,and,CC,O
Sentence: 146,can,MD,O
Sentence: 146,predict,VB,O
Sentence: 146,risk,NN,O
Sentence: 146,of,IN,O
Sentence: 146,OSTEOPOROSIS,NNP,EE
Sentence: 146,as,IN,O
Sentence: 146,a,DT,O
Sentence: 146,complication,NN,O
Sentence: 146,of,IN,O
Sentence: 146,Graves,NNP,O
Sentence: 146,',POS,O
Sentence: 146,disease,NN,O
Sentence: 146,in,IN,O
Sentence: 146,patients,NNS,O
Sentence: 146,in,IN,O
Sentence: 146,remission,NN,O
Sentence: 146,.,.,O
Sentence: 147,Unfortunately,RB,O
Sentence: 147,the,DT,O
Sentence: 147,nutritional,JJ,O
Sentence: 147,adequacy,NN,O
Sentence: 147,of,IN,O
Sentence: 147,the,DT,O
Sentence: 147,postoperative,JJ,O
Sentence: 147,diet,NN,O
Sentence: 147,has,VBZ,O
Sentence: 147,frequently,RB,O
Sentence: 147,been,VBN,O
Sentence: 147,overlooked,VBN,O
Sentence: 147,",",",",O
Sentence: 147,and,CC,O
Sentence: 147,in,IN,O
Sentence: 147,the,DT,O
Sentence: 147,months,NNS,O
Sentence: 147,to,TO,O
Sentence: 147,years,NNS,O
Sentence: 147,that,WDT,O
Sentence: 147,follow,VBP,O
Sentence: 147,",",",",O
Sentence: 147,NUTRITIONAL,NNP,EE
Sentence: 147,DEFICIENCIES,NNP,EE
Sentence: 147,have,VBP,O
Sentence: 147,become,VBN,O
Sentence: 147,apparent,JJ,O
Sentence: 147,",",",",O
Sentence: 147,including,VBG,O
Sentence: 147,PROTEIN,NNP,CC
Sentence: 147,CALORIE,NNP,CC
Sentence: 147,MALNUTRITION,NNP,CC
Sentence: 147,and,CC,O
Sentence: 147,various,JJ,O
Sentence: 147,vitamin,NN,O
Sentence: 147,and,CC,O
Sentence: 147,mineral,JJ,O
Sentence: 147,deficiencies,NNS,O
Sentence: 147,contributing,VBG,O
Sentence: 147,to,TO,O
Sentence: 147,medical,JJ,O
Sentence: 147,illnesses,NNS,O
Sentence: 147,and,CC,O
Sentence: 147,limiting,VBG,O
Sentence: 147,optimal,JJ,O
Sentence: 147,health,NN,O
Sentence: 147,.,.,O
Sentence: 148,In,IN,O
Sentence: 148,chronic,JJ,O
Sentence: 148,active,JJ,O
Sentence: 148,hepatitis,NN,O
Sentence: 148,of,IN,O
Sentence: 148,viral,JJ,O
Sentence: 148,(,(,O
Sentence: 148,132,CD,O
Sentence: 148,cases,NNS,O
Sentence: 148,),),O
Sentence: 148,and,CC,O
Sentence: 148,autoimmune,JJ,O
Sentence: 148,etiology,NN,O
Sentence: 148,livers,NNS,O
Sentence: 148,(,(,O
Sentence: 148,20,CD,O
Sentence: 148,cases,NNS,O
Sentence: 148,),),O
Sentence: 148,with,IN,O
Sentence: 148,or,CC,O
Sentence: 148,without,IN,O
Sentence: 148,cirrhosis,NN,O
Sentence: 148,",",",",O
Sentence: 148,the,DT,O
Sentence: 148,incidence,NN,O
Sentence: 148,of,IN,O
Sentence: 148,membranous,JJ,O
Sentence: 148,expression,NN,O
Sentence: 148,of,IN,O
Sentence: 148,Lewis,NNP,O
Sentence: 148,Y,NNP,O
Sentence: 148,in,IN,O
Sentence: 148,clustered,JJ,O
Sentence: 148,hepatocytes,NNS,O
Sentence: 148,of,IN,O
Sentence: 148,viral,JJ,O
Sentence: 148,and,CC,O
Sentence: 148,autoimmune,JJ,O
Sentence: 148,etiology,NN,O
Sentence: 148,LIVERS,NNP,CC
Sentence: 148,was,VBD,O
Sentence: 148,21,CD,O
Sentence: 148,and,CC,O
Sentence: 148,0,CD,O
Sentence: 148,%,NN,O
Sentence: 148,of,IN,O
Sentence: 148,mild,JJ,O
Sentence: 148,chronic,JJ,O
Sentence: 148,active,JJ,O
Sentence: 148,hepatitis,NN,O
Sentence: 148,;,:,O
Sentence: 148,69,CD,O
Sentence: 148,and,CC,O
Sentence: 148,25,CD,O
Sentence: 148,%,NN,O
Sentence: 148,of,IN,O
Sentence: 148,moderate,JJ,O
Sentence: 148,degree,NN,O
Sentence: 148,;,:,O
Sentence: 148,85,CD,O
Sentence: 148,and,CC,O
Sentence: 148,50,CD,O
Sentence: 148,%,NN,O
Sentence: 148,of,IN,O
Sentence: 148,severe,JJ,O
Sentence: 148,degree,NN,O
Sentence: 148,;,:,O
Sentence: 148,and,CC,O
Sentence: 148,87,CD,O
Sentence: 148,and,CC,O
Sentence: 148,100,CD,O
Sentence: 148,%,NN,O
Sentence: 148,of,IN,O
Sentence: 148,CIRRHOSIS,NNP,EE
Sentence: 148,respectively,RB,O
Sentence: 148,.,.,O
Sentence: 149,At,IN,O
Sentence: 149,the,DT,O
Sentence: 149,same,JJ,O
Sentence: 149,time,NN,O
Sentence: 149,",",",",O
Sentence: 149,regulations,NNS,O
Sentence: 149,may,MD,O
Sentence: 149,forbid,VB,O
Sentence: 149,claims,NNS,O
Sentence: 149,that,IN,O
Sentence: 149,a,DT,O
Sentence: 149,food,NN,O
Sentence: 149,product,NN,O
Sentence: 149,prevents,NNS,O
Sentence: 149,disease,NN,O
Sentence: 149,",",",",O
Sentence: 149,even,RB,O
Sentence: 149,when,WRB,O
Sentence: 149,it,PRP,O
Sentence: 149,does,VBZ,O
Sentence: 149,(,(,O
Sentence: 149,e.gFOLIC,VB,EE
Sentence: 149,ACID,NNP,EE
Sentence: 149,which,WDT,O
Sentence: 149,reduces,VBZ,O
Sentence: 149,the,DT,O
Sentence: 149,risk,NN,O
Sentence: 149,of,IN,O
Sentence: 149,NEURAL,NNP,CC
Sentence: 149,TUBE,NNP,CC
Sentence: 149,DEFECTS,NNP,CC
Sentence: 150,A,DT,O
Sentence: 150,strong,JJ,O
Sentence: 150,MBP,NNP,O
Sentence: 150,deposition,NN,O
Sentence: 150,was,VBD,O
Sentence: 150,often,RB,O
Sentence: 150,seen,VBN,O
Sentence: 150,in,IN,O
Sentence: 150,specimens,NNS,O
Sentence: 150,from,IN,O
Sentence: 150,patients,NNS,O
Sentence: 150,with,IN,O
Sentence: 150,atopic,JJ,O
Sentence: 150,dermatitis,NN,O
Sentence: 150,who,WP,O
Sentence: 150,had,VBD,O
Sentence: 150,a,DT,O
Sentence: 150,personal,JJ,O
Sentence: 150,or,CC,O
Sentence: 150,family,NN,O
Sentence: 150,history,NN,O
Sentence: 150,of,IN,O
Sentence: 150,RESPIRATORY,NNP,EE
Sentence: 150,ATOPY,NNP,EE
Sentence: 150,but,CC,O
Sentence: 150,was,VBD,O
Sentence: 150,absent,NN,O
Sentence: 150,in,IN,O
Sentence: 150,specimens,NNS,O
Sentence: 150,from,IN,O
Sentence: 150,those,DT,O
Sentence: 150,patients,NNS,O
Sentence: 150,with,IN,O
Sentence: 150,ATOPIC,NNP,CC
Sentence: 150,DERMATITIS,NNP,CC
Sentence: 150,who,WP,O
Sentence: 150,had,VBD,O
Sentence: 150,neither,CC,O
Sentence: 150,a,DT,O
Sentence: 150,personal,JJ,O
Sentence: 150,nor,CC,O
Sentence: 150,a,DT,O
Sentence: 150,family,NN,O
Sentence: 150,history,NN,O
Sentence: 150,of,IN,O
Sentence: 150,respiratory,NN,O
Sentence: 150,atopy,NN,O
Sentence: 150,.,.,O
Sentence: 151,BLASTOID,NNP,EE
Sentence: 151,MANTLE,NNP,EE
Sentence: 151,CELL,NNP,EE
Sentence: 151,LYMPHOMA,NNP,EE
Sentence: 151,(,(,EE
Sentence: 151,BV,NNP,EE
Sentence: 151,MCL,NNP,O
Sentence: 151,),),O
Sentence: 151,is,VBZ,O
Sentence: 151,a,DT,O
Sentence: 151,rare,JJ,O
Sentence: 151,variant,NN,O
Sentence: 151,and,CC,O
Sentence: 151,has,VBZ,O
Sentence: 151,a,DT,O
Sentence: 151,more,RBR,O
Sentence: 151,AGGRESSIVE,JJ,CC
Sentence: 151,CLINICAL,NNP,CC
Sentence: 151,COURSE,NNP,CC
Sentence: 152,On,IN,O
Sentence: 152,questioning,VBG,O
Sentence: 152,patient,NN,O
Sentence: 152,had,VBD,O
Sentence: 152,episodic,JJ,O
Sentence: 152,palpitations,NNS,O
Sentence: 152,",",",",O
Sentence: 152,flushing,VBG,O
Sentence: 152,and,CC,O
Sentence: 152,HYPERTENSION,NNP,CC
Sentence: 152,suggestive,NN,O
Sentence: 152,of,IN,O
Sentence: 152,PHEOCHROMOCYTOMA,NNP,EE
Sentence: 153,Although,IN,O
Sentence: 153,diphtheria,NN,O
Sentence: 153,was,VBD,O
Sentence: 153,controlled,VBN,O
Sentence: 153,for,IN,O
Sentence: 153,approximately,RB,O
Sentence: 153,30,CD,O
Sentence: 153,years,NNS,O
Sentence: 153,after,IN,O
Sentence: 153,the,DT,O
Sentence: 153,institution,NN,O
Sentence: 153,of,IN,O
Sentence: 153,childhood,NN,O
Sentence: 153,vaccination,NN,O
Sentence: 153,with,IN,O
Sentence: 153,DIPHTHERIA,NNP,CC
Sentence: 153,TOXOID,NNP,EE
Sentence: 153,in,IN,O
Sentence: 153,the,DT,O
Sentence: 153,late,JJ,O
Sentence: 153,1950s,NNS,O
Sentence: 153,",",",",O
Sentence: 153,epidemic,JJ,O
Sentence: 153,DIPHTHERIA,NNP,O
Sentence: 153,has,VBZ,O
Sentence: 153,reemerged,VBN,O
Sentence: 153,in,IN,O
Sentence: 153,the,DT,O
Sentence: 153,New,NNP,O
Sentence: 153,Independent,NNP,O
Sentence: 153,States,NNPS,O
Sentence: 153,(,(,O
Sentence: 153,NIS,NNP,O
Sentence: 153,),),O
Sentence: 153,of,IN,O
Sentence: 153,the,DT,O
Sentence: 153,former,JJ,O
Sentence: 153,Soviet,NNP,O
Sentence: 153,Union,NNP,O
Sentence: 153,(,(,O
Sentence: 153,"1,2",CD,O
Sentence: 153,),),O
Sentence: 153,(,(,O
Sentence: 153,Figures,$,O
Sentence: 153,1,CD,O
Sentence: 153,and,CC,O
Sentence: 153,2,CD,O
Sentence: 153,.,.,O
Sentence: 154,The,DT,O
Sentence: 154,ocular,JJ,O
Sentence: 154,symptoms,NNS,O
Sentence: 154,associated,VBN,O
Sentence: 154,with,IN,O
Sentence: 154,the,DT,O
Sentence: 154,most,RBS,O
Sentence: 154,common,JJ,O
Sentence: 154,OCULAR,NNP,EE
Sentence: 154,ALLERGY,NNP,EE
Sentence: 154,CONDITIONS,NNP,EE
Sentence: 154,such,JJ,O
Sentence: 154,as,IN,O
Sentence: 154,seasonal,JJ,O
Sentence: 154,and,CC,O
